KOD_SUKL;DATOD;DATDO;POVOL_BALENI;UCEL;PRACOVISTE;DISTRIBUTOR;POZNAMKA;PREDKLADATEL;VYROBCE
0260185;10.09.2021;31.08.2024;84000;Zajištění léčivého přípravku s léčivou látkou dinatrii cromoglicas k léčbě potravinové alergie, u které je karence alergenů nemožná. Léčivý přípravek je určen pro děti od 2 měsíců věku a dospělé pacienty. V současné době se nedoporučuje užívání léčivého přípravku u kojenců v prvních dvou měsících života (u předčasně narozených dětí o odpovídající dobu déle).;Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče poskytující péči v oborech alergologie a klinické imunologie.;společnost AV Medical CZ s.r.o.;;AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Česká republika;Pädia GmbH, Von-Humboldt-Str. 1, 64646 Heppenheim, Německo
0260418;05.11.2021;31.10.2023;10600;"Zabezpečení léčivého přípravku s léčivou látkou albendazol k léčbě parazitárních
onemocnění dospělých, dospívajících a dětí od 6 let věku. Albendazol podávaný
v nízkých dávkách je indikován ke krátkodobé léčbě parazitárních infekcí:
- Enterobióza (oxyuriáza) - onemocnění způsobené roupem dětským (Enterobius
vermicularis),
- trichurióza (trichocefalóza) - onemocnění způsobené tenkohlavcem lidským
(Trichuris trichiura),
- askarióza - onemocnění způsobené škrkavkou dětskou (Ascaris lumbricoides),
- ankylostomóza - onemocnění způsobené měchovcem lidským (Ankylostoma
duodenale),
- nekatorióza - onemocnění způsobené měchovcem americkým (Necator
americanus),
- strongyloidóza - onemocnění háďátkem střevním (Strongyloides stercoralis),
- taenióza - onemocnění způsobené tasemnicemi (Taenia solium, Taenia
saginata),
- giardióza (lamblióza) - onemocnění způsobené Giardia lamblia - u dětí
od 6 do 12 let věku.";Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče;AV Medical CZ s.r.o.;;AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Česká republika;S.C. VIM SPECTRUM S.R.L., 547367 Corunca, Nr. 409, Jud. Mureş, Rumunsko
0260421;23.11.2021;30.11.2026;150;Zajištění pohotovostní zásoby léčivého přípravku (antidota) pro léčbu těžkých otrav digoxinem nebo digitalisovými alkaloidy.;Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče (koordinace léčebného programu: Toxikologické informační středisko Kliniky pracovního lékařství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenský velkoobchod, s.r.o., K pérovně 945/7, Hostivař, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, prostřednictvím Toxikologického informačního střediska Kliniky pracovního lékařství;Protherics UK Limited, Blaenwaun, Ceredigion SA44 5JT, Velká Británie
0260425;27.04.2022;30.04.2024;250;Léčba dětského pacienta s gliomem s potvrzenou fúzí genu ROS1, u kterého již byly vyčerpány možnosti léčby schválenou terapií.;Centrum vysoce specializované onkologické péče pro děti - Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5 -Motol;DHL Solutions Fashion GmbH, In der Au 9, 61197 Florstadt, Německo.;;Roche s.r.o., Sokolovská 685/136f, Karlín, 186 00 Praha 8, Česká republika;Roche Pharma AG, Emil-Barell-Strasse 1, D-79639 Grenzach-Wyhlen, Německo
0260425;27.04.2023;30.04.2025;600;Léčba dětského pacienta s gliomem s potvrzenou fúzí genu ROS1, u kterého již byly vyčerpány možnosti léčby schválenou terapií, a léčba dětského pacienta s lokálně pokročilým nebo metastatickým solidním nádorem s potvrzenou fúzí genu NTRK, u kterého již byly vyčerpány možnosti léčby schválenou nebo přijatelnou standardní terapií nebo terapií s potenciálním efektem, a který nebyl léčen TRK inhibitory.;"Centra vysoce specializované onkologické péče pro děti:
- Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5-Motol,
- Fakultní nemocnice Brno, Jihlavská 20, 625 00 Brno.";DHL Supply Chain Operations GmbH, In der Au 9, 61197 Florstadt, Německo;;Roche s.r.o., Sokolovská 685/136f, Karlín, 186 00 Praha 8, Česká republika;Roche Pharma AG, Emil-Barell-Strasse 1, D-79639 Grenzach-Wyhlen, Německo
0260426;15.12.2021;31.12.2023;384;"Zpřístupnění asciminibu pro léčbu dospělých pacientů s chronickou myeloidní
leukemií (CML), a to pro:
- pacienty v chronické fázi (CP) bez dokumentované mutace T315I po selhání nebo
intoleranci léčby dostupnými inhibitory tyrosinkinázy (TKI) nebo
- pacienty v chronické fázi (CP) s dokumentovanou mutací T315I bez srovnatelné
nebo uspokojivé alternativní terapie k léčbě onemocnění nebo
- pacienty v akcelerované fázi (AP) nebo blastické krizi (BC) bez srovnatelné nebo
uspokojivé alternativní terapie k léčbě onemocnění.";"Centra vysoce specilizované hematoonkologické péče pro dospělé
- Ústav hematologie a krevní transfuze, U nemocnice 2094/1,
128 00 Praha 2,
- Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2,
128 08 Praha 2,
- Fakultní nemocnice Brno, Jihlavská 340/20, 625 00 Brno
- Fakultní nemocnice Královské Vinohrady, Šrobárova 1150/50,
100 34 Praha 10,
- Fakultní nemocnice Olomouc, I. P. Pavlova 185/6, 779 00 Olomouc,
- Fakultní nemocnice Plzeň, Edvarda Beneše 1128/13, 305 99 Plzeň,
- Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové
- Fakultní nemocnice Ostrava, 17. listopadu 1790/5, 708 52 Ostrava.";společnost Novartis s.r.o.;;Novartis s.r.o., Na Pankráci 1724/129, Nusle, 140 00 Praha 4, IČO: 645 75 977;Novartis Pharma AG, Lichtstrasse 35, CH 4056, Basel, Švýcarsko
0260427;15.12.2021;31.12.2023;864;"Zpřístupnění asciminibu pro léčbu dospělých pacientů s chronickou myeloidní
leukemií (CML), a to pro:
- pacienty v chronické fázi (CP) bez dokumentované mutace T315I po selhání nebo
intoleranci léčby dostupnými inhibitory tyrosinkinázy (TKI) nebo
- pacienty v chronické fázi (CP) s dokumentovanou mutací T315I bez srovnatelné
nebo uspokojivé alternativní terapie k léčbě onemocnění nebo
- pacienty v akcelerované fázi (AP) nebo blastické krizi (BC) bez srovnatelné nebo
uspokojivé alternativní terapie k léčbě onemocnění.";"Centra vysoce specilizované hematoonkologické péče pro dospělé
- Ústav hematologie a krevní transfuze, U nemocnice 2094/1,
128 00 Praha 2,
- Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2,
128 08 Praha 2,
- Fakultní nemocnice Brno, Jihlavská 340/20, 625 00 Brno
- Fakultní nemocnice Královské Vinohrady, Šrobárova 1150/50,
100 34 Praha 10,
- Fakultní nemocnice Olomouc, I. P. Pavlova 185/6, 779 00 Olomouc,
- Fakultní nemocnice Plzeň, Edvarda Beneše 1128/13, 305 99 Plzeň,
- Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové
- Fakultní nemocnice Ostrava, 17. listopadu 1790/5, 708 52 Ostrava.";společnost Novartis s.r.o.;;Novartis s.r.o., Na Pankráci 1724/129, Nusle, 140 00 Praha 4, IČO: 645 75 977;Novartis Pharma AG, Lichtstrasse 35, CH 4056, Basel, Švýcarsko
0260428;10.01.2022;31.01.2024;2000;"Zajištění léčivého přípravku s léčivou látkou foskarnet pro použití v následujících
indikacích:
A. Indikace v souladu s platným souhrnem údajů o přípravku (SPC):
- k indukční a udržovací léčbě cytomegalovirové (CMV) retinitidy u dospělých pacientů s AIDS,
- k léčbě mukokutánních infekcí vyvolaných virem Herpes Simplex (HSV), které klinicky nereagují na aciklovir u dospělých pacientů s oslabenou imunitou.
B. Indikace dle doporučení (guidelines) European Conference on Infections in Leukaemia pro léčbu dospělých pacientů a ve výjimečných případech u dětí (léčba v následujících indikacích může být zahájena až po podepsání informovaného souhlasu pacientem, resp. zákonným zástupcem pacienta):
- léčba závažných cytomegalovirových infekcí u pacientů s hematologickou malignitou a po transplantaci hematopoetických buněk (Guidelines for the management of cytomegalovirus infection in patients with haematological malignancies and after stem cell trasplantation from the 2017 European Conference on Infections in Leukaemia - ECIL 7), a to zejména:
- preemptivní antivirová terapie cytomegalovirových infekcí u pacientů po transplantaci hematopoetických buněk (stupeň doporučení A I.; foskarnet je upřednostňován u pacientů, kde není dosaženo engraftmentu, je porušena funkce ledvin, je postižení gastrointestinálního traktu, a je rezistence
na ganciklovir - mimo virové mutace UL54),
- léčba cytomegalovirové infekce u pacientů po transplantaci hematopoetických kmenových buněk (stupeň doporučení A III.; foskarnet je upřednostňován u pacientů, kde není dosaženo engraftmentu, je porušena funkce ledvin, je postižení gastrointestinálního traktu a je rezistence na ganciklovir - mimo
virové mutace UL54; foskarnet je podáván též v případě toxicity v důsledku předchozí aplikace gancikloviru),
- léčba cytomegalovirové infekce u hematologických pacientů po imunosupresivní terapii (stupeň doporučení A III.; foskarnet je upřednostňován u pacientů, kde není dosaženo engraftmentu, je porušena
funkce ledvin, je postižení gastrointestinálního traktu a je rezistence na ganciklovir - mimo virové mutace UL54; foskarnet je podáván též v případě toxicity v důsledku předchozí aplikace gancikloviru).";"I. Pro indikace uvedené v bodě 4 písm. A tohoto rozhodnutí - poskytovatelé
zdravotních služeb formou ambulantní a lůžkové péče.
II. Pro indikace uvedené v bodě 4 písm. B tohoto rozhodnutí - centra vysoce
specializované hematoonkologické péče.
Centra vysoce specializované hematoonkologické péče pro dospělé:
- Ústav hematologie a krevní transfuze, U nemocnice 2094/1,
128 20 Praha 2,
- Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2,
128 08 Praha 2,
- Fakultní nemocnice Brno, Jihlavská 340/20, 625 00 Brno
- Fakultní nemocnice Královské Vinohrady, Šrobárova 1150/50,
100 34 Praha 10,
- Fakultní nemocnice Olomouc, I. P. Pavlova 185/6, 779 00 Olomouc,
- Fakultní nemocnice Plzeň, Edvarda Beneše 1128/13, 305 99 Plzeň,
- Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové
- Fakultní nemocnice Ostrava, 17. listopadu 1790/5, 708 52 Ostrava.
Centra vysoce specializované hematoonkologické péče pro děti
- Fakultní nemocnice v Motole, V Úvalu 84/1,150 06 Praha 5,
- Fakultní nemocnice Brno, Jihlavská 340/20, 625 00 Brno.";Komtur Pharmaceuticals Czech s.r.o.;;Komtur Pharmaceuticals Czech s.r.o., Za Poříčskou bránou 365/21, 186 00 Praha 8;Fresenius Kabi Austria GmbH, Hafnerstrasse 36, A-8055 Graz, Rakousko.
0260429;20.01.2022;31.12.2023;1440;Zpřístupnění neregistrovaného léčivého přípravku Capmatinib pro léčbu dospělých pacientů (mužů a žen) s pokročilým nemalobuněčným karcinomem plic (non-small cell lung cancer, NSCLC), u kterých je prokázána aktivace MET dráhy (mutace v exonu 14 způsobující tzv. exon skipping s následkem delece MET?ex14 nebo MET genová amplifikace).;"Centra vysoce specializované onkologické péče - Komplexní onkologická centra (KOC):
- Fakultní nemocnice Královské Vinohrady, Šrobárova 1150/50, 100 34 Praha 10;
- Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové;
- Fakultní nemocnice Plzeň, Edvarda Beneše 1128/13, 305 99 Plzeň;
- Nemocnice České Budějovice, a.s., Boženy Němcové 585/54, 370 01 České Budějovice;
- Fakultní nemocnice Olomouc, I. P. Pavlova 185/6, 779 00 Olomouc;
- Fakultní nemocnice Ostrava, 17. listopadu 1790, 708 52 Ostrava ? Poruba;
- Nemocnice Nový Jičín, a.s., Purkyňova 2138/16, 741 01 Nový Jičín;
- Krajská nemocnice Liberec, a.s., Husova 357/10, 460 01 Liberec I - Staré město;
- Krajská zdravotní, a.s., Sociální péče 3316/12A, 401 13 Ústí nad Labem; s místem poskytování zdravotních služeb: V Podhájí 21, 401 13 Ústí nad Labem a Nemocnice Chomutov, Kochova 1185, 403 12 Chomutov;
- Nemocnice Jihlava, příspěvková organizace, Vrchlického 59, 586 01 Jihlava;
- Krajská nemocnice T. Bati, a.s., Havlíčkovo nábřeží 600, 762 75 Zlín;
- Fakultní Nemocnice Bulovka, Budínova 67/2, 180 81 Praha 8, ve spolupráci s Všeobecnou fakultní nemocnicí v Praze, U Nemocnice 499/2, 128 08 Praha 2 a Fakultní Thomayerovou nemocnicí, Vídeňská 800/5, 140 59 Praha 4;
- Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5 ve spolupráci s Ústřední vojenskou nemocnicí, U Vojenské nemocnice 1200, 162 00 Praha 6, Nemocnicí na Homolce, Roentgenova 2/37, 150 30 Praha 5 a Proton Therapy Center, Budínova 2437/1a, 180 00 Praha 8;
- Masarykův onkologický ústav, Žlutý kopec 543/7, 656 53 Brno, ve spolupráci s Fakultní nemocnicí Brno, Jihlavská 20, 625 00 Brno a Fakultní nemocnicí u sv. Anny v Brně, Pekařská 664/53, 656 91 Brno;
- Nemocnice Pardubického kraje, a.s., Kyjevská 44, 530 03 Pardubice, ve spolupráci s Radiologickým centrem společnosti Multiscan, s.r.o., Okruhová 1135/44,155 00 Praha 5.";společnost Novartis s.r.o.;;Novartis s.r.o., Na Pankráci 1724/129, 140 00 Praha 4;"Novartis Pharma Produktions GmbH, Offlinger strasse 44, 79664 Wehr, Německo; 
Novartis Pharma AG, Lichtstrasse 35, CH-4002 Basel, Švýcarsko"
0260644;18.03.2022;30.11.2026;120;Zajištění pohotovostní zásoby léčivého přípravku (antidota) pro léčbu těžkých otrav digoxinem nebo digitalisovými alkaloidy.;Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče (koordinace léčebného programu: Toxikologické informační středisko Kliniky pracovního lékařství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenský velkoobchod, s.r.o., K pérovně 945/7, Hostivař, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, U Nemocnice 2, 128 08 Praha 2;BTG International Inc., West Conshohocken, PA 19428,USA
0265641;21.03.2022;31.03.2024;120;Zajištění neregistrovaného léčivého přípravku AL101 pro léčbu dětského pacienta s onemocněním refrakterní agresivní fibromatóza.;Klinika dětské onkologie, Fakultní nemocnice Brno, Dětská nemocnice, Černopolní 9, 613 00 Brno.;Eramol Ltd., Northwood, Santry, Block B, The Cresent Building, Dublin, D09 C6X8, Irsko.;;Fakultní nemocnice Brno, Jihlavská 340/20, 625 00 Brno, Česká republika;Hospira Australia Pty Ltd, 1-39 Lexia Pl, Mulgrave, Victoria 3170, Austrálie
0265642;08.11.2022;31.08.2023;260;"Zajištění pokračování léčby selumetinibem 8 pacientů s neurofibromatózou typu 1
s progresivními / symptomatickými, neoperovatelnými plexiformními neurofibromy,
kteří započali léčbu ve specifickém léčebném programu č.j. MZDR 15187/2021-
5/OLZP, a to po dobu nutnou ke zhodnocení účinnosti léčby ošetřujícím lékařem
v souladu s podmínkou uvedenou v rozhodnutí Ministerstva zdravotnictví
č.j. MZDR 15187/2021-5/OLZP ze dne 14. 10. 2021, tj. zajistit, aby na léčbu
registrovanými léčivými přípravky s léčivou látkou selumetinib byli převedeni pouze
Str. 3 z 7
pacienti, u kterých ošetřující lékař vyhodnotil pozitivní přínos léčby (tj. snížení objemu cílového neurofibromu od výchozího stavu o nejméně 20 % do 16 cyklů léčby v rámci specifického léčebného programu). Specifický léčebný program není určen pro nové pacienty.";"- Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5
- Fakultní nemocnice Brno - Dětská nemocnice, Černopolní 9, 613 00 Brno";Clinigen Ireland Limited, Mayfield Business Park, Lismore Co Waterford, Irsko;;Alexion Pharmaceuticals, Inc., 121 Seaport Blvd, Boston, MA 02210, USA zastoupené společností Clinigen Healthcare Ltd., Idis House Churchfield Road, Weybridge, KT13 8DB, Velká Británie;AstraZeneca AB, 151 85, Södertälje, Švédsko
