ATC;NT;NAZEV;NAZEV_EN
C07AA03;N;PINDOLOL;PINDOLOL
C07AA05;N;PROPRANOLOL;PROPRANOLOL
C07AA06;N;TIMOLOL;TIMOLOL
C07AA07;N;SOTALOL;SOTALOL
C07AA12;N;NADOLOL;NADOLOL
C07AA14;N;MEPINDOLOL;MEPINDOLOL
C07AA15;N;KARTEOLOL;CARTEOLOL
C07AA16;N;TERTATOLOL;TERTATOLOL
C07AA17;N;BOPINDOLOL;BOPINDOLOL
C07AA19;N;BUPRANOLOL;BUPRANOLOL
C07AA23;N;PENBUTOLOL;PENBUTOLOL
C07AA27;N;CHLORANOLOL;CLORANOLOL
C07AB;N;BETA-BLOKÁTORY SELEKTIVNÍ;BETA BLOCKING AGENTS, SELECTIVE
C07AB01;N;PRAKTOLOL;PRACTOLOL
C07AB02;N;METOPROLOL;METOPROLOL
C07AB03;N;ATENOLOL;ATENOLOL
C07AB04;N;ACEBUTOLOL;ACEBUTOLOL
C07AB05;N;BETAXOLOL;BETAXOLOL
C07AB06;N;BEVANTOLOL;BEVANTOLOL
C07AB07;N;BISOPROLOL;BISOPROLOL
C07AB08;N;CELIPROLOL;CELIPROLOL
C07AB09;N;ESMOLOL;ESMOLOL
C07AB10;N;EPANOLOL;EPANOLOL
C07AB11;N;ESATENOLOL;S-ATENOLOL
C07AB12;N;NEBIVOLOL;NEBIVOLOL
C07AB13;N;TALINOLOL;TALINOLOL
C07AB14;N;LANDIOLOL;LANDIOLOL
C07AG;N;ALFA- A BETA-BLOKÁTORY;ALPHA AND BETA BLOCKING AGENTS
C07AG01;N;LABETALOL;LABETALOL
C07AG02;N;KARVEDILOL;CARVEDILOL
C07B;N;BETA-BLOKÁTORY A THIAZIDY;BETA BLOCKING AGENTS AND THIAZIDES
C07BA;N;BETA-BLOKÁTORY NESELEKTIVNÍ A THIAZIDY;BETA BLOCKING AGENTS, NON-SELECTIVE, AND THIAZIDES
C07BA02;N;OXPRENOLOL A THIAZIDY;OXPRENOLOL AND THIAZIDES
C07BA05;N;PROPRANOLOL A THIAZIDY;PROPRANOLOL AND THIAZIDES
C07BA06;N;TIMOLOL A THIAZIDY;TIMOLOL AND THIAZIDES
C07BA07;N;SOTALOL A THIAZIDY;SOTALOL AND THIAZIDES
C07BA12;N;NADOLOL A THIAZIDY;NADOLOL AND THIAZIDES
C07BA68;N;METIPRANOLOL A THIAZIDY, KOMBINACE;METIPRANOLOL AND THIAZIDES, COMBINATIONS
C07BB;N;BETA-BLOKÁTORY SELEKTIVNÍ A THIAZIDY;BETA BLOCKING AGENTS, SELECTIVE, AND THIAZIDES
C07BB02;N;METOPROLOL A THIAZIDY;METOPROLOL AND THIAZIDES
C07BB03;N;ATENOLOL A THIAZIDY;ATENOLOL AND THIAZIDES
C07BB04;N;ACEBUTOLOL A THIAZIDY;ACEBUTOLOL AND THIAZIDES
C07BB06;N;BEVANTOLOL A THIAZIDY;BEVANTOLOL AND THIAZIDES
C07BB07;N;BISOPROLOL A THIAZIDY;BISOPROLOL AND THIAZIDES
C07BB12;N;NEBIVOLOL A THIAZIDY;NEBIVOLOL AND THIAZIDES
C07BB52;N;METOPROLOL A THIAZIDY, KOMBINACE;METOPROLOL AND THIAZIDES, COMBINATIONS
C07BG;N;ALFA- A BETA-BLOKÁTORY A THIAZIDY;ALPHA AND BETA BLOCKING AGENTS AND THIAZIDES
C07BG01;N;LABETALOL A THIAZIDY;LABETALOL AND THIAZIDES
C07C;N;BETA-BLOKÁTORY A JINÁ DIURETIKA;BETA BLOCKING AGENTS AND OTHER DIURETICS
C07CA;N;BETA-BLOKÁTORY NESELEKTIVNÍ A JINÁ DIURETIKA;BETA BLOCKING AGENTS, NON-SELECTIVE, AND OTHER DIURETICS
C07CA02;N;OXPRENOLOL A JINÁ DIURETIKA;OXPRENOLOL AND OTHER DIURETICS
C07CA03;N;PINDOLOL A JINÁ DIURETIKA;PINDOLOL AND OTHER DIURETICS
C07CA17;N;BOPINDOLOL A JINÁ DIURETIKA;BOPINDOLOL AND OTHER DIURETICS
C07CA23;N;PENBUTOLOL A JINÁ DIURETIKA;PENBUTOLOL AND OTHER DIURETICS
C07CB;N;BETA-BLOKÁTORY SELEKTIVNÍ A JINÁ DIURETIKA;BETA BLOCKING AGENTS, SELECTIVE, AND OTHER DIURETICS
C07CB02;N;METOPROLOL A JINÁ DIURETIKA;METOPROLOL AND OTHER DIURETICS
C07CB03;N;ATENOLOL A JINÁ DIURETIKA;ATENOLOL AND OTHER DIURETICS
C07CB53;N;ATENOLOL A JINÁ DIURETIKA, KOMBINACE;ATENOLOL AND OTHER DIURETICS, COMBINATIONS
C07CG;N;ALFA- A BETA-BLOKÁTORY A JINÁ DIURETIKA;ALPHA AND BETA BLOCKING AGENTS AND OTHER DIURETICS
C07CG01;N;LABETALOL A JINÁ DIURETIKA;LABETALOL AND OTHER DIURETICS
C07D;N;BETA-BLOKÁTORY, THIAZIDY A JINÁ DIURETIKA;BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS
C07DA;N;BETA-BLOKÁTORY NESELEKTIVNÍ, THIAZIDY A JINÁ DIURETIKA;BETA BLOCKING AGENTS, NON-SELECTIVE, THIAZIDES AND OTHER DIURETICS
C07DA06;N;TIMOLOL, THIAZIDY A JINÁ DIURETIKA;TIMOLOL, THIAZIDES AND OTHER DIURETICS
C07DB;N;BETA-BLOKÁTORY SELEKTIVNÍ, THIAZIDY A JINÁ DIURETIKA;BETA BLOCKING AGENTS, SELECTIVE, THIAZIDES AND OTHER DIURETICS
C07DB01;N;ATENOLOL, THIAZIDY A JINÁ DIURETIKA;ATENOLOL, THIAZIDES AND OTHER DIURETICS
C07E;N;BETA-BLOKÁTORY A VAZODILATANCIA;BETA BLOCKING AGENTS AND VASODILATORS
C07EA;N;BETA-BLOKÁTORY NESELEKTIVNÍ A VAZODILATANCIA;BETA BLOCKING AGENTS, NON-SELECTIVE, AND VASODILATORS
C07EB;N;BETA-BLOKÁTORY SELEKTIVNÍ A VAZODILATANCIA;BETA BLOCKING AGENTS, SELECTIVE, AND VASODILATORS
C07F;N;BETA-BLOKÁTORY, JINÉ KOMBINACE;BETA BLOCKING AGENTS, OTHER COMBINATIONS
C07FB;N;BETA-BLOKÁTORY A BLOKÁTORY KALCIOVÝCH KANÁLŮ;BETA BLOCKING AGENTS AND CALCIUM CHANNEL BLOCKERS
C07FB02;N;METOPROLOL A FELODIPIN;METOPROLOL AND FELODIPINE
C07FB03;N;ATENOLOL A NIFEDIPIN;ATENOLOL AND NIFEDIPINE
C07FB07;N;BISOPROLOL A AMLODIPIN;BISOPROLOL AND AMLODIPINE
C07FB12;N;NEBIVOLOL A AMLODIPIN;NEBIVOLOL AND AMLODIPINE
C07FB13;N;METOPROLOL A AMLODIPIN;METOPROLOL AND AMLODIPINE
C07FX;N;BETA-BLOKÁTORY, JINÉ KOMBINACE;BETA BLOCKING AGENTS, OTHER COMBINATIONS
C07FX01;N;PROPRANOLOL A JINÉ KOMBINACE;PROPRANOLOL AND OTHER COMBINATIONS
C07FX02;N;SOTALOL A KYSELINA ACETYLSALICYLOVÁ;SOTALOL AND ACETYLSALICYLIC ACID
C07FX03;N;METOPROLOL A KYSELINA ACETYLSALICYLOVÁ;METOPROLOL AND ACETYLSALICYLIC ACID
C07FX04;N;BISOPROLOL A KYSELINA ACETYLSALICYLOVÁ;BISOPROLOL AND ACETYLSALICYLIC ACID
C07FX05;N;METOPROLOL A IVABRADIN;METOPROLOL AND IVABRADINE
C07FX06;N;KARVEDILOL A IVABRADIN;CARVEDILOL AND IVABRADINE
C08;N;BLOKÁTORY KALCIOVÝCH KANÁLŮ;CALCIUM CHANNEL BLOCKERS
C08C;N;SELEKTIVNÍ BLOKÁTORY KALCIOVÝCH KANÁLŮ S PŘEVÁŽNĚ VASKULÁRNÍM ÚČINKEM;SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
C08CA;N;DIHYPROPYRIDINOVÉ DERIVÁTY;DIHYDROPYRIDINE DERIVATIVES
C08CA01;N;AMLODIPIN;AMLODIPINE
C08CA02;N;FELODIPIN;FELODIPINE
C08CA03;N;ISRADIPIN;ISRADIPINE
C08CA04;N;NIKARDIPIN;NICARDIPINE
C08CA05;N;NIFEDIPIN;NIFEDIPINE
C08CA06;N;NIMODIPIN;NIMODIPINE
C08CA07;N;NISOLDIPIN;NISOLDIPINE
C08CA08;N;NITRENDIPIN;NITRENDIPINE
C08CA09;N;LACIDIPIN;LACIDIPINE
C08CA10;N;NILVADIPIN;NILVADIPINE
C08CA11;N;MANIDIPIN;MANIDIPINE
C08CA12;N;BARNIDIPIN;BARNIDIPINE
C08CA13;N;LERKANIDIPIN;LERCANIDIPINE
C08CA14;N;CILNIDIPIN;CILNIDIPINE
C08CA15;N;BENIDIPIN;BENIDIPINE
C08CA16;N;KLEVIDIPIN;CLEVIDIPINE
C08CA17;N;LEVAMLODIPIN;LEVAMLODIPINE
C08CA51;N;AMLODIPIN A CELEKOXIB;AMLODIPINE AND CELECOXIB
C08CA55;N;NIFEDIPIN, KOMBINACE;NIFEDIPINE, COMBINATIONS
C08CX;N;JINÉ SELEKTIVNÍ BLOKÁTOTY KALCIOVÝCH KANÁLŮ S PŘEVÁŽNĚ VASKULÁRNÍM ÚČINKEM;OTHER SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
C08CX01;N;MIBEFRADIL;MIBEFRADIL
C08D;N;SELEKTIVNÍ BLOKÁTORY KALCIOVÝCH KANÁLŮ S PŘÍMÝM KARDIÁLNÍM ÚČINKEM;SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS
C08DA;N;FENYLALKYLAMINOVÉ DERIVÁTY;PHENYLALKYLAMINE DERIVATIVES
C08DA01;N;VERAPAMIL;VERAPAMIL
C08DA02;N;GALLOPAMIL;GALLOPAMIL
C08DA51;N;VERAPAMIL, KOMBINACE;VERAPAMIL, COMBINATIONS
C08DB;N;BENZOTHIAZEPINOVÉ DERIVÁTY;BENZOTHIAZEPINE DERIVATIVES
C08DB01;N;DILTIAZEM;DILTIAZEM
C08E;N;NESELEKTIVNÍ BLOKÁTORY KALCIOVÝCH KANÁLŮ;NON-SELECTIVE CALCIUM CHANNEL BLOCKERS
C08EA;N;FENYLALKYLAMINOVÉ DERIVÁTY;PHENYLALKYLAMINE DERIVATIVES
C08EA01;N;FENDILIN;FENDILINE
C08EA02;N;BEPRIDIL;BEPRIDIL
C08EX;N;JINÉ NESELEKTIVNÍ BLOKÁTORY KALCIOVÝCH KANÁLŮ;OTHER NON-SELECTIVE CALCIUM CHANNEL BLOCKERS
C08EX01;N;LIDOFLAZIN;LIDOFLAZINE
C08EX02;N;PERHEXILIN;PERHEXILINE
C08G;N;BLOKÁTORY KALCIOVÝCH KANÁLŮ A DIURETIKA;CALCIUM CHANNEL BLOCKERS AND DIURETICS
C08GA;N;BLOKÁTORY KALCIOVÝCH KANÁLŮ A DIURETIKA;CALCIUM CHANNEL BLOCKERS AND DIURETICS
C08GA01;N;NIFEDIPIN A DIURETIKA;NIFEDIPINE AND DIURETICS
C08GA02;N;AMLODIPIN A DIURETIKA;AMLODIPINE AND DIURETICS
C09;N;LÉČIVA OVLIVŇUJÍCÍ RENIN-ANGIOTENZINOVÝ SYSTÉM;AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09A;N;ACE INHIBITORY, SAMOTNÉ;ACE INHIBITORS, PLAIN
C09AA;N;ACE INHIBITORY, SAMOTNÉ;ACE INHIBITORS, PLAIN
C09AA01;N;KAPTOPRIL;CAPTOPRIL
C09AA02;N;ENALAPRIL;ENALAPRIL
C09AA03;N;LISINOPRIL;LISINOPRIL
C09AA04;N;PERINDOPRIL;PERINDOPRIL
C09AA05;N;RAMIPRIL;RAMIPRIL
C09AA06;N;CHINAPRIL;QUINAPRIL
C09AA07;N;BENAZEPRIL;BENAZEPRIL
C09AA08;N;CILAZAPRIL;CILAZAPRIL
C09AA09;N;FOSINOPRIL;FOSINOPRIL
C09AA10;N;TRANDOLAPRIL;TRANDOLAPRIL
C09AA11;N;SPIRAPRIL;SPIRAPRIL
C09AA12;N;DELAPRIL;DELAPRIL
C09AA13;N;MOEXIPRIL;MOEXIPRIL
C09AA14;N;TEMOKAPRIL;TEMOCAPRIL
C09AA15;N;ZOFENOPRIL;ZOFENOPRIL
C09AA16;N;IMIDAPRIL;IMIDAPRIL
C09B;N;ACE INHIBITORY, KOMBINACE;ACE INHIBITORS, COMBINATIONS
C09BA;N;ACE INHIBITORY A DIURETIKA;ACE INHIBITORS AND DIURETICS
C09BA01;N;KAPTOPRIL A DIURETIKA;CAPTOPRIL AND DIURETICS
C09BA02;N;ENALAPRIL A DIURETIKA;ENALAPRIL AND DIURETICS
C09BA03;N;LISINOPRIL A DIURETIKA;LISINOPRIL AND DIURETICS
C09BA04;N;PERINDOPRIL A DIURETIKA;PERINDOPRIL AND DIURETICS
C09BA05;N;RAMIPRIL A DIURETIKA;RAMIPRIL AND DIURETICS
C09BA06;N;CHINAPRIL A DIURETIKA;QUINAPRIL AND DIURETICS
C09BA07;N;BENAZEPRIL A DIURETIKA;BENAZEPRIL AND DIURETICS
C09BA08;N;CILAZAPRIL A DIURETIKA;CILAZAPRIL AND DIURETICS
C09BA09;N;FOSINOPRIL A DIURETIKA;FOSINOPRIL AND DIURETICS
C09BA12;N;DELAPRIL A DIURETIKA;DELAPRIL AND DIURETICS
C09BA13;N;MOEXIPRIL A DIURETIKA;MOEXIPRIL AND DIURETICS
C09BA15;N;ZOFENOPRIL A DIURETIKA;ZOFENOPRIL AND DIURETICS
C09BB;N;ACE INHIBITORY A BLOKÁTORY KALCIOVÝCH KANÁLŮ;ACE INHIBITORS AND CALCIUM CHANNEL BLOCKERS
C09BB02;N;ENALAPRIL A LERKANIDIPIN;ENALAPRIL AND LERCANIDIPINE
C09BB03;N;LISINOPRIL A AMLODIPIN;LISINOPRIL AND AMLODIPINE
C09BB04;N;PERINDOPRIL A AMLODIPIN;PERINDOPRIL AND AMLODIPINE
C09BB05;N;RAMIPRIL A FELODIPIN;RAMIPRIL AND FELODIPINE
C09BB06;N;ENALAPRIL A NITRENDIPIN;ENALAPRIL AND NITRENDIPINE
C09BB07;N;RAMIPRIL A AMLODIPIN;RAMIPRIL AND AMLODIPINE
C09BB10;N;TRANDOLAPRIL A VERAPAMIL;TRANDOLAPRIL AND VERAPAMIL
C09BB12;N;DELAPRIL A MANIDIPIN;DELAPRIL AND MANIDIPINE
C09BB13;N;BENAZEPRIL A AMLODIPIN;BENAZEPRIL AND AMLODIPINE
C09BX;N;ACE INHIBITORY, JINÉ KOMBINACE;ACE INHIBITORS, OTHER COMBINATIONS
C09BX01;N;PERINDOPRIL, AMLODIPIN A INDAPAMID;PERINDOPRIL, AMLODIPINE AND INDAPAMIDE
C09BX02;N;PERINDOPRIL A BISOPROLOL;PERINDOPRIL AND BISOPROLOL
C09BX03;N;RAMIPRIL, AMLODIPIN A HYDROCHLOROTHIAZID;RAMIPRIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE
C09BX04;N;PERINDOPRIL, BISOPROLOL A AMLODIPIN;PERINDOPRIL, BISOPROLOL AND AMLODIPINE
C09BX05;N;RAMIPRIL A BISOPROLOL;RAMIPRIL AND BISOPROLOL
C09C;N;BLOKÁTORY RECEPTORŮ PRO ANGIOTENSIN II (ARBS), SAMOTNÍ;ANGIOTENSIN II RECEPTOR BLOCKERS (ARBS), PLAIN
C09CA;N;BLOKÁTORY RECEPTORŮ PRO ANGIOTENSIN II (ARBS), SAMOTNÍ;ANGIOTENSIN II RECEPTOR BLOCKERS (ARBS), PLAIN
C09CA01;N;LOSARTAN;LOSARTAN
C09CA02;N;EPROSARTAN;EPROSARTAN
C09CA03;N;VALSARTAN;VALSARTAN
C09CA04;N;IRBESARTAN;IRBESARTAN
C09CA05;N;TASOSARTAN;TASOSARTAN
C09CA06;N;KANDESARTAN;CANDESARTAN
C09CA07;N;TELMISARTAN;TELMISARTAN
C09CA08;N;OLMESARTAN-MEDOXOMIL;OLMESARTAN MEDOXOMIL
C09CA09;N;AZILSARTAN-MEDOXOMIL;AZILSARTAN MEDOXOMIL
C09CA10;N;FIMASARTAN;FIMASARTAN
C09D;N;BLOKÁTORY RECEPTORŮ PRO ANGIOTENSIN II (ARBS), KOMBINACE;ANGIOTENSIN II RECEPTOR BLOCKERS (ARBS), COMBINATIONS
C09DA;N;BLOKÁTORY RECEPTORŮ PRO ANGIOTENSIN II (ARBS) A DIURETIKA;ANGIOTENSIN II RECEPTOR BLOCKERS (ARBS) AND DIURETICS
C09DA01;N;LOSARTAN A DIURETIKA;LOSARTAN AND DIURETICS
C09DA02;N;EPROSARTAN A DIURETIKA;EPROSARTAN AND DIURETICS
C09DA03;N;VALSARTAN A DIURETIKA;VALSARTAN AND DIURETICS
C09DA04;N;IRBESARTAN A DIURETIKA;IRBESARTAN AND DIURETICS
C09DA06;N;KANDESARTAN A DIURETIKA;CANDESARTAN AND DIURETICS
C09DA07;N;TELMISARTAN A DIURETIKA;TELMISARTAN AND DIURETICS
C09DA08;N;OLMESARTAN-MEDOXOMIL A DIURETIKA;OLMESARTAN MEDOXOMIL AND DIURETICS
C09DA09;N;AZILSARTAN-MEDOXOMIL A DIURETIKA;AZILSARTAN MEDOXOMIL AND DIURETICS
C09DA10;N;FIMASARTAN A DIURETIKA;FIMASARTAN AND DIURETICS
C09DB;N;BLOKÁTORY RECEPTORŮ PRO ANGIOTENSIN II (ARBS) A BLOKÁTORY KALCIOVÝCH KANÁLŮ;ANGIOTENSIN II RECEPTOR BLOCKERS (ARBS) AND CALCIUM CHANNEL BLOCKERS
C09DB01;N;VALSARTAN A AMLODIPIN;VALSARTAN AND AMLODIPINE
C09DB02;N;OLMESARTAN-MEDOXOMIL A AMLODIPIN;OLMESARTAN MEDOXOMIL AND AMLODIPINE
C09DB04;N;TELMISARTAN A AMLODIPIN;TELMISARTAN AND AMLODIPINE
C09DB05;N;IRBESARTAN A AMLODIPIN;IRBESARTAN AND AMLODIPINE
C09DB06;N;LOSARTAN A AMLODIPIN;LOSARTAN AND AMLODIPINE
C09DB07;N;KANDESARTAN A AMLODIPIN;CANDESARTAN AND AMLODIPINE
C09DB08;N;VALSARTAN A LERKANIDIPIN;VALSARTAN AND LERCANIDIPINE
C09DB09;N;FIMASARTAN A  AMLODIPIN;FIMASARTAN AND AMLODIPINE
C09DX;N;BLOKÁTORY RECEPTORŮ PRO ANGIOTENSIN II (ARBS), JINÉ KOMBINACE;ANGIOTENSIN II RECEPTOR BLOCKERS (ARBS), OTHER COMBINATIONS
C09DX01;N;VALSARTAN, AMLODIPIN A HYDROCHLOROTHIAZID;VALSARTAN, AMLODIPINE AND HYDROCHLOROTHIAZIDE
C09DX02;N;VALSARTAN A ALISKIREN;VALSARTAN AND ALISKIREN
C09DX03;N;OLMESARTAN-MEDOXOMIL, AMLODIPIN A HYDROCHLOROTHIAZID;OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE
C09DX04;N;VALSARTAN A SAKUBITRIL;VALSARTAN AND SACUBITRIL
C09DX05;N;VALSARTAN A NEBIVOLOL;VALSARTAN AND NEBIVOLOL
C09DX06;N;KANDESARTAN, AMLODIPIN A HYDROCHLOROTHIAZID;CANDESARTAN, AMLODIPINE AND HYDROCHLOROTHIAZIDE
C09DX07;N;IRBESARTAN, AMLODIPIN A HYDROCHLOROTHIAZID;IRBESARTAN, AMLODIPINE AND HYDROCHLOROTHIAZIDE
C09DX08;N;TELMISARTAN, AMLODIPIN A HYDROCHLOROTHIAZID;TELMISARTAN, AMLODIPINE AND HYDROCHLOROTHIAZIDE
C09X;N;JINÁ LÉČIVA OVLIVŇUJÍCÍ RENIN-ANGIOTENZINOVÝ SYSTÉM;OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09XA;N;INHIBITORY RENINU;RENIN-INHIBITORS
C09XA01;N;REMIKIREN;REMIKIREN
C09XA02;N;ALISKIREN;ALISKIREN
C09XA52;N;ALISKIREN A HYDROCHLOROTHIAZID;ALISKIREN AND HYDROCHLOROTHIAZIDE
C09XA53;N;ALISKIREN A AMLODIPIN;ALISKIREN AND AMLODIPINE
C09XA54;N;ALISKIREN, AMLODIPIN A HYDROCHLOROTHIAZID;ALISKIREN, AMLODIPINE AND HYDROCHLOROTHIAZIDE
C10;N;LÁTKY UPRAVUJÍCÍ HLADINU LIPIDŮ;LIPID MODIFYING AGENTS
C10A;N;LÁTKY UPRAVUJÍCÍ HLADINU LIPIDŮ, SAMOTNÉ;LIPID MODIFYING AGENTS, PLAIN
C10AA;N;INHIBITORY HMG-COA REDUKTASY;HMG COA REDUCTASE INHIBITORS
C10AA01;N;SIMVASTATIN;SIMVASTATIN
C10AA02;N;LOVASTATIN;LOVASTATIN
C10AA03;N;PRAVASTATIN;PRAVASTATIN
C10AA04;N;FLUVASTATIN;FLUVASTATIN
C10AA05;N;ATORVASTATIN;ATORVASTATIN
C10AA06;N;CERIVASTATIN;CERIVASTATIN
C10AA07;N;ROSUVASTATIN;ROSUVASTATIN
C10AA08;N;PITAVASTATIN;PITAVASTATIN
C10AB;N;FIBRÁTY;FIBRATES
C10AB01;N;KLOFIBRÁT;CLOFIBRATE
C10AB02;N;BEZAFIBRÁT;BEZAFIBRATE
C10AB03;N;ALUMINIUM-KLOFIBRÁT;ALUMINIUM CLOFIBRATE
C10AB04;N;GEMFIBROZIL;GEMFIBROZIL
C10AB05;N;FENOFIBRÁT;FENOFIBRATE
C10AB06;N;SIMFIBRÁT;SIMFIBRATE
C10AB07;N;RONIFIBRÁT;RONIFIBRATE
C10AB08;N;CIPROFIBRÁT;CIPROFIBRATE
C10AB09;N;ETOFIBRÁT;ETOFIBRATE
C10AB10;N;KLOFIBRID;CLOFIBRIDE
C10AB11;N;CHOLIN-FENOFIBRÁT;CHOLINE FENOFIBRATE
C10AC;N;ADSORBENTY ŽLUČOVÝCH KYSELIN;BILE ACID SEQUESTRANTS
C10AC01;N;KOLESTYRAMIN;COLESTYRAMINE
C10AC02;N;KOLESTIPOL;COLESTIPOL
C10AC03;N;KOLEXTRAN;COLEXTRAN
C10AC04;N;KOLESEVELAM;COLESEVELAM
C10AD;N;KYSELINA NIKOTINOVÁ A DERIVÁTY;NICOTINIC ACID AND DERIVATIVES
C10AD01;N;NICERITROL;NICERITROL
C10AD02;N;KYSELINA NIKOTINOVÁ;NICOTINIC ACID
C10AD03;N;NIKOFURANOSA;NICOFURANOSE
C10AD04;N;ALUMINIUM-NIKOTINÁT;ALUMINIUM NICOTINATE
C10AD05;N;NIKOTINYLALKOHOL (PYRIDINMETHANOL);NICOTINYL ALCOHOL (PYRIDYLCARBINOL)
C10AD06;N;ACIPIMOX;ACIPIMOX
C10AD52;N;KYSELINA NIKOTINOVÁ, KOMBINACE;NICOTINIC ACID, COMBINATIONS
C10AX;N;JINÉ LÁTKY UPRAVUJÍCÍ HLADINU LIPIDŮ;OTHER LIPID MODIFYING AGENTS
C10AX01;N;DEXTROTHYROXIN;DEXTROTHYROXINE
C10AX02;N;PROBUKOL;PROBUCOL
C10AX03;N;TIADENOL;TIADENOL
C10AX05;N;MEGLUTOL;MEGLUTOL
C10AX06;N;OMEGA-3-TRIGLYCERIDY VČETNĚ JINÝCH ESTERŮ A KYSELIN;OMEGA-3-TRIGLYCERIDES INCL. OTHER ESTERS AND ACIDS
C10AX07;N;MAGNESIUM-PYRIDOXALFOSFÁT-GLUTAMÁT;MAGNESIUM PYRIDOXAL 5-PHOSPHATE GLUTAMATE
C10AX08;N;POLIKOSANOL;POLICOSANOL
C10AX09;N;EZETIMIB;EZETIMIBE
C10AX10;N;ALIPOGEN TIPARVOVEK;ALIPOGENE TIPARVOVEC
C10AX11;N;MIPOMERSEN;MIPOMERSEN
C10AX12;N;LOMITAPID;LOMITAPIDE
C10AX13;N;EVOLOKUMAB;EVOLOCUMAB
C10AX14;N;ALIROKUMAB;ALIROCUMAB
C10AX15;N;KYSELINA BEMPEDOOVÁ;BEMPEDOIC ACID
C10AX16;N;INKLISIRAN;INCLISIRAN
C10AX17;N;EVINAKUMAB;EVINACUMAB
C10AX18;N;VOLANESORSEN;VOLANESORSEN
C10B;N;LÁTKY UPRAVUJÍCÍ HLADINU LIPIDŮ, KOMBINACE;LIPID MODIFYING AGENTS, COMBINATIONS
C10BA;N;KOMBINACE RŮZNÝCH LÁTEK UPRAVUJÍCÍCH HLADINU LIPIDŮ;COMBINATIONS OF VARIOUS LIPID MODIFYING AGENTS
C10BA01;N;LOVASTATIN A KYSELINA NIKOTINOVÁ;LOVASTATIN AND NICOTINIC ACID
C10BA02;N;SIMVASTATIN A EZETIMIB;SIMVASTATIN AND EZETIMIBE
C10BA03;N;PRAVASTATIN A FENOFIBRÁT;PRAVASTATIN AND FENOFIBRATE
C10BA04;N;SIMVASTATIN A FENOFIBRÁT;SIMVASTATIN AND FENOFIBRATE
C10BA05;N;ATORVASTATIN A EZETIMIB;ATORVASTATIN AND EZETIMIBE
C10BA06;N;ROSUVASTATIN A EZETIMIB;ROSUVASTATIN AND EZETIMIBE
C10BA07;N;ROSUVASTATIN A OMEGA-3-KYSELINY;ROSUVASTATIN AND OMEGA-3 FATTY ACIDS
C10BA08;N;ATORVASTATIN A OMEGA-3-KYSELINY;ATORVASTATIN AND OMEGA-3 FATTY ACIDS
C10BA09;N;ROSUVASTATIN A FENOFIBRÁT;ROSUVASTATIN AND FENOFIBRATE
C10BA10;N;KYSELINA BEMPEDOOVÁ A EZETIMIB;BEMPEDOIC ACID AND EZETIMIBE
C10BA11;N;PRAVASTATIN A EZETIMIB;PRAVASTATIN AND EZETIMIBE
C10BA12;N;PRAVASTATIN, EZETIMIB A FENOFIBRÁT;PRAVASTATIN, EZETIMIBE AND FENOFIBRATE
C10BX;N;LÁTKY UPRAVUJÍCÍ HLADINU LIPIDŮ, KOMBINACE S JINÝMI LÉČIVY;LIPID MODIFYING AGENTS IN COMBINATION WITH OTHER DRUGS
C10BX01;N;SIMVASTATIN A KYSELINA ACETYLSALICYLOVÁ;SIMVASTATIN AND ACETYLSALICYLIC ACID
C10BX02;N;PRAVASTATIN A KYSELINA ACETYLSALICYLOVÁ;PRAVASTATIN AND ACETYLSALICYLIC ACID
C10BX03;N;ATORVASTATIN A AMLODIPIN;ATORVASTATIN AND AMLODIPINE
C10BX04;N;SIMVASTATIN, KYSELINA ACETYLSALICYLOVÁ A RAMIPRIL;SIMVASTATIN, ACETYLSALICYLIC ACID AND RAMIPRIL
C10BX05;N;ROSUVASTATIN A KYSELINA ACETYLSALICYLOVÁ;ROSUVASTATIN AND ACETYLSALICYLIC ACID
C10BX06;N;ATORVASTATIN, KYSELINA ACETYLSALICYLOVÁ A RAMIPRIL;ATORVASTATIN, ACETYLSALICYLIC ACID AND RAMIPRIL
C10BX07;N;ROSUVASTATIN, AMLODIPIN A LISINOPRIL;ROSUVASTATIN, AMLODIPINE AND LISINOPRIL
C10BX08;N;ATORVASTATIN A KYSELINA ACETYLSALICYLOVÁ;ATORVASTATIN AND ACETYLSALICYLIC ACID
C10BX09;N;ROSUVASTATIN A AMLODIPIN;ROSUVASTATIN AND AMLODIPINE
C10BX10;N;ROSUVASTATIN A VALSARTAN;ROSUVASTATIN AND VALSARTAN
C10BX11;N;ATORVASTATIN, AMLODIPIN A PERINDOPRIL;ATORVASTATIN, AMLODIPINE AND PERINDOPRIL
